X,gene_name,baseMean_AD_6M,baseMean_WT_6M,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Description
ENSMUSG00000060534,Dcc,1227.819956,1528.651595,1490.20706,-0.314571946,0.062522184,-5.031365289,4.86999E-07,8.37734E-06,deleted in colorectal carcinoma [Source:MGI Symbol;Acc:MGI:94869]
ENSMUSG00000054477,Kcnn2,1258.200895,1535.326031,1505.769003,-0.28793016,0.057250815,-5.029276209,4.92335E-07,8.45803E-06,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2 [Source:MGI Symbol;Acc:MGI:2153182]"
ENSMUSG00000022468,Endou,198.1695483,124.4656129,159.6680268,0.659947786,0.13124567,5.028339482,4.94745E-07,8.49389E-06,"endonuclease, polyU-specific [Source:MGI Symbol;Acc:MGI:97746]"
ENSMUSG00000063358,Mapk1,22035.90813,26946.34973,26738.70693,-0.290288412,0.057745212,-5.02705594,4.98067E-07,8.54532E-06,mitogen-activated protein kinase 1 [Source:MGI Symbol;Acc:MGI:1346858]
ENSMUSG00000032531,Amotl2,1241.422636,878.1609623,947.6545615,0.500995686,0.099665894,5.026751522,4.98858E-07,8.5533E-06,angiomotin-like 2 [Source:MGI Symbol;Acc:MGI:1929286]
ENSMUSG00000033420,Antxr1,1077.07706,853.8640147,913.6082607,0.334500766,0.06662822,5.020406771,5.15622E-07,8.80969E-06,anthrax toxin receptor 1 [Source:MGI Symbol;Acc:MGI:1916788]
ENSMUSG00000034109,Golim4,1434.526381,1159.337979,1261.481406,0.308625874,0.061554191,5.013888862,5.33408E-07,9.08629E-06,golgi integral membrane protein 4 [Source:MGI Symbol;Acc:MGI:1920374]
ENSMUSG00000066232,Ipo7,5399.668061,6123.362525,6177.307967,-0.182379042,0.036382704,-5.012795153,5.3645E-07,9.13218E-06,importin 7 [Source:MGI Symbol;Acc:MGI:2152414]
ENSMUSG00000040723,Rcsd1,334.825443,199.0753246,238.3149944,0.748226675,0.149376769,5.008989537,5.47165E-07,9.30252E-06,RCSD domain containing 1 [Source:MGI Symbol;Acc:MGI:2676394]
ENSMUSG00000034825,Nrip3,3790.23377,4598.62132,4442.023289,-0.278799462,0.05566555,-5.008473997,5.48633E-07,9.32143E-06,nuclear receptor interacting protein 3 [Source:MGI Symbol;Acc:MGI:1925843]
ENSMUSG00000057554,Lgals8,1397.774402,1098.481607,1120.427753,0.346321651,0.069162517,5.00736045,5.51815E-07,9.36338E-06,"lectin, galactose binding, soluble 8 [Source:MGI Symbol;Acc:MGI:1928481]"
ENSMUSG00000017376,Nlk,4404.819687,5250.439161,5438.506952,-0.253695819,0.050693027,-5.004550629,5.59925E-07,9.49484E-06,nemo like kinase [Source:MGI Symbol;Acc:MGI:1201387]
ENSMUSG00000022438,Parvb,1209.329655,886.8563557,963.750847,0.44535451,0.089001109,5.003920893,5.61758E-07,9.51977E-06,"parvin, beta [Source:MGI Symbol;Acc:MGI:2153063]"
ENSMUSG00000068205,Macrod2,2076.870792,2600.279878,2539.047509,-0.324638063,0.064881542,-5.003550343,5.6284E-07,9.53194E-06,mono-ADP ribosylhydrolase 2 [Source:MGI Symbol;Acc:MGI:1920149]
ENSMUSG00000062190,Lancl2,2924.179178,3591.392135,3577.561483,-0.296639071,0.059297007,-5.002597717,5.65629E-07,9.573E-06,LanC (bacterial lantibiotic synthetase component C)-like 2 [Source:MGI Symbol;Acc:MGI:1919085]
ENSMUSG00000046442,Ppm1e,9054.643974,10694.24506,10776.154,-0.240630139,0.048109443,-5.001723667,5.682E-07,9.61031E-06,protein phosphatase 1E (PP2C domain containing) [Source:MGI Symbol;Acc:MGI:2444096]
ENSMUSG00000057137,Tmem140,264.5672501,146.7212248,173.4085108,0.847416309,0.169457841,5.000750079,5.71077E-07,9.65275E-06,transmembrane protein 140 [Source:MGI Symbol;Acc:MGI:1915737]
ENSMUSG00000033542,Arhgef5,202.4055763,107.177717,154.1450987,0.913380887,0.182656513,5.000538291,5.71705E-07,9.65713E-06,Rho guanine nucleotide exchange factor (GEF) 5 [Source:MGI Symbol;Acc:MGI:1858952]
ENSMUSG00000033569,Adgrb3,4000.751708,4899.362716,4758.31139,-0.292044415,0.058415748,-4.999412377,5.75053E-07,9.7012E-06,adhesion G protein-coupled receptor B3 [Source:MGI Symbol;Acc:MGI:2441837]
ENSMUSG00000078153,Psme2b,232.8575693,150.6511681,153.0570466,0.623931173,0.124819205,4.998679281,5.77243E-07,9.73189E-06,"protease (prosome, macropain) activator subunit 2B [Source:MGI Symbol;Acc:MGI:1341073]"
ENSMUSG00000039683,Sdk1,528.2913629,403.0757638,484.7700778,0.392674323,0.078569576,4.997791038,5.79908E-07,9.76426E-06,sidekick cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:2444413]
ENSMUSG00000037492,Zmat4,1914.206777,2385.80109,2357.992077,-0.31689789,0.063422883,-4.996586042,5.83541E-07,9.81285E-06,"zinc finger, matrin type 4 [Source:MGI Symbol;Acc:MGI:2443497]"
ENSMUSG00000025964,Adam23,7179.79817,8744.629217,8588.540706,-0.28401237,0.056882608,-4.992956199,5.9462E-07,9.99275E-06,a disintegrin and metallopeptidase domain 23 [Source:MGI Symbol;Acc:MGI:1345162]
ENSMUSG00000026623,Lpgat1,11808.77305,13522.44545,13742.86982,-0.195876027,0.039249697,-4.990510494,6.02199E-07,1.00942E-05,lysophosphatidylglycerol acyltransferase 1 [Source:MGI Symbol;Acc:MGI:2446186]
ENSMUSG00000034402,Kcnh5,643.1111549,960.685711,953.4518674,-0.578771262,0.1160849,-4.985758364,6.17192E-07,1.03192E-05,"potassium voltage-gated channel, subfamily H (eag-related), member 5 [Source:MGI Symbol;Acc:MGI:3584508]"
ENSMUSG00000091479,Gm17035,1031.74375,671.581337,727.5962836,0.619103162,0.124182734,4.985420619,6.18272E-07,1.03306E-05,predicted gene 17035 [Source:MGI Symbol;Acc:MGI:4937862]
ENSMUSG00000020023,Tmcc3,2746.900304,2261.668803,2297.029216,0.279741353,0.056117979,4.984879353,6.20005E-07,1.0353E-05,transmembrane and coiled coil domains 3 [Source:MGI Symbol;Acc:MGI:2442900]
ENSMUSG00000071648,Rom1,229.6989543,150.1238489,159.7150189,0.606945839,0.121866064,4.980433612,6.3442E-07,1.05802E-05,rod outer segment membrane protein 1 [Source:MGI Symbol;Acc:MGI:97998]
ENSMUSG00000046593,Tmem215,306.0640372,445.0784992,420.3176676,-0.541998499,0.108867302,-4.9785242,6.40709E-07,1.06716E-05,transmembrane protein 215 [Source:MGI Symbol;Acc:MGI:2444167]
ENSMUSG00000059552,Trp53,1044.535987,750.7470326,805.7855337,0.475844818,0.095601043,4.977401933,6.44434E-07,1.072E-05,transformation related protein 53 [Source:MGI Symbol;Acc:MGI:98834]
ENSMUSG00000031997,Trpc6,367.3759804,482.565715,437.5719223,-0.388871325,0.078173074,-4.974491896,6.5419E-07,1.08616E-05,"transient receptor potential cation channel, subfamily C, member 6 [Source:MGI Symbol;Acc:MGI:109523]"
ENSMUSG00000025823,Pdia4,1527.735795,1079.30405,1322.930601,0.50034909,0.100636665,4.971836963,6.63215E-07,1.10045E-05,protein disulfide isomerase associated 4 [Source:MGI Symbol;Acc:MGI:104864]
ENSMUSG00000036790,Slitrk2,1300.693933,1637.461656,1608.396709,-0.332606876,0.066911438,-4.970852334,6.66592E-07,1.10535E-05,"SLIT and NTRK-like family, member 2 [Source:MGI Symbol;Acc:MGI:2679449]"
ENSMUSG00000026355,Mcm6,382.6031609,260.0991786,288.0591305,0.553066864,0.111302217,4.969055242,6.72799E-07,1.11354E-05,minichromosome maintenance complex component 6 [Source:MGI Symbol;Acc:MGI:1298227]
ENSMUSG00000055435,Maf,1407.593301,1128.419685,1264.62692,0.317871235,0.063995824,4.967062126,6.79748E-07,1.12433E-05,avian musculoaponeurotic fibrosarcoma oncogene homolog [Source:MGI Symbol;Acc:MGI:96909]
ENSMUSG00000022283,Pabpc1,7571.779083,5727.623408,6296.42943,0.402704681,0.081105295,4.965208263,6.86274E-07,1.13441E-05,"poly(A) binding protein, cytoplasmic 1 [Source:MGI Symbol;Acc:MGI:1349722]"
ENSMUSG00000042155,Klhl23,2669.283585,3364.220829,3218.915174,-0.334505092,0.067394036,-4.963422763,6.92616E-07,1.14345E-05,kelch-like 23 [Source:MGI Symbol;Acc:MGI:2683536]
ENSMUSG00000020334,Slc22a4,401.5932521,257.6808794,280.7041103,0.635962798,0.128265425,4.958177904,7.11574E-07,1.1718E-05,"solute carrier family 22 (organic cation transporter), member 4 [Source:MGI Symbol;Acc:MGI:1353479]"
ENSMUSG00000021816,Ppp3cb,11126.57882,13534.82644,13294.13286,-0.282856905,0.057058919,-4.957277712,7.14878E-07,1.1765E-05,"protein phosphatase 3, catalytic subunit, beta isoform [Source:MGI Symbol;Acc:MGI:107163]"
ENSMUSG00000017978,Cadps2,3618.578579,4434.370563,4539.286907,-0.293947042,0.05935166,-4.952633884,7.32156E-07,1.20192E-05,Ca2+-dependent activator protein for secretion 2 [Source:MGI Symbol;Acc:MGI:2443963]
ENSMUSG00000110631,Gm42047,441.2557473,95.3722218,206.4302517,2.209683584,0.446267095,4.951482219,7.36504E-07,1.2083E-05,"predicted gene, 42047 [Source:MGI Symbol;Acc:MGI:5624932]"
ENSMUSG00000111375,Btbd8,3947.404736,5154.458849,5128.224415,-0.384382197,0.07770597,-4.946623775,7.55117E-07,1.23729E-05,BTB (POZ) domain containing 8 [Source:MGI Symbol;Acc:MGI:3646208]
ENSMUSG00000035936,Aldh5a1,4047.890317,5089.404812,4599.868744,-0.329996007,0.066728514,-4.945352285,7.60063E-07,1.24306E-05,"aldhehyde dehydrogenase family 5, subfamily A1 [Source:MGI Symbol;Acc:MGI:2441982]"
ENSMUSG00000032854,Ugt8a,2955.095224,2151.813659,2438.554383,0.457289448,0.092530731,4.942027815,7.73142E-07,1.26367E-05,UDP galactosyltransferase 8A [Source:MGI Symbol;Acc:MGI:109522]
ENSMUSG00000034845,Plvap,456.6834433,328.0692601,331.8085545,0.472209369,0.095609166,4.938955012,7.85423E-07,1.28294E-05,plasmalemma vesicle associated protein [Source:MGI Symbol;Acc:MGI:1890497]
ENSMUSG00000032336,Nptn,21404.63051,25958.56155,25240.16582,-0.278187708,0.056338897,-4.937755659,7.90268E-07,1.28765E-05,neuroplastin [Source:MGI Symbol;Acc:MGI:108077]
ENSMUSG00000035133,Arhgap5,6514.37482,7919.025185,7630.311649,-0.281483465,0.057023556,-4.93626644,7.96323E-07,1.29671E-05,Rho GTPase activating protein 5 [Source:MGI Symbol;Acc:MGI:1332637]
ENSMUSG00000031453,Rasa3,4456.633926,3563.639062,3761.438251,0.321796207,0.065255857,4.931299946,8.16842E-07,1.32436E-05,RAS p21 protein activator 3 [Source:MGI Symbol;Acc:MGI:1197013]
ENSMUSG00000000168,Dlat,3181.294133,3659.009758,3670.29503,-0.201159592,0.040813564,-4.928743592,8.27601E-07,1.34015E-05,dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex) [Source:MGI Symbol;Acc:MGI:2385311]
ENSMUSG00000026384,Ptpn4,4967.256269,5945.293073,5981.658547,-0.259512136,0.052666463,-4.927464718,8.33035E-07,1.34812E-05,"protein tyrosine phosphatase, non-receptor type 4 [Source:MGI Symbol;Acc:MGI:1099792]"
ENSMUSG00000066152,Slc31a2,465.0263728,324.5344393,358.4816021,0.517034691,0.104938862,4.927008733,8.3498E-07,1.35043E-05,"solute carrier family 31, member 2 [Source:MGI Symbol;Acc:MGI:1333844]"
ENSMUSG00000034997,Htr2a,1268.601856,1676.341838,1755.680493,-0.401562533,0.081538583,-4.924816206,8.44397E-07,1.36482E-05,5-hydroxytryptamine (serotonin) receptor 2A [Source:MGI Symbol;Acc:MGI:109521]
ENSMUSG00000015647,Lama5,980.1786438,733.9961146,741.4837912,0.41695546,0.084674908,4.924191466,8.47099E-07,1.36835E-05,"laminin, alpha 5 [Source:MGI Symbol;Acc:MGI:105382]"
ENSMUSG00000020473,Aebp1,951.596,500.9241541,581.673285,0.923895123,0.187630459,4.924014627,8.47865E-07,1.36874E-05,AE binding protein 1 [Source:MGI Symbol;Acc:MGI:1197012]
ENSMUSG00000020102,Slc16a7,2085.146943,2595.955239,2724.837006,-0.315859312,0.064163296,-4.922741356,8.53402E-07,1.37683E-05,"solute carrier family 16 (monocarboxylic acid transporters), member 7 [Source:MGI Symbol;Acc:MGI:1330284]"
ENSMUSG00000017412,Cacnb4,11238.74731,14094.79434,13973.16074,-0.326766563,0.066404798,-4.920827612,8.6179E-07,1.38866E-05,"calcium channel, voltage-dependent, beta 4 subunit [Source:MGI Symbol;Acc:MGI:103301]"
ENSMUSG00000057594,Arl16,569.0352605,703.0610106,661.4500412,-0.301932016,0.061367389,-4.920072737,8.65121E-07,1.39317E-05,ADP-ribosylation factor-like 16 [Source:MGI Symbol;Acc:MGI:1917567]
ENSMUSG00000028159,Dapp1,358.803786,234.1136009,252.5111334,0.615897123,0.125298307,4.915446509,8.85803E-07,1.42298E-05,dual adaptor for phosphotyrosine and 3-phosphoinositides 1 [Source:MGI Symbol;Acc:MGI:1347063]
ENSMUSG00000031847,1700030J22Rik,297.2925262,395.4336637,376.4594471,-0.405245718,0.082540029,-4.909687132,9.12218E-07,1.46273E-05,RIKEN cDNA 1700030J22 gene [Source:MGI Symbol;Acc:MGI:1916778]
ENSMUSG00000016382,Pls3,5769.832482,6697.357788,6647.870022,-0.215293104,0.043853965,-4.909318977,9.13932E-07,1.46458E-05,plastin 3 (T-isoform) [Source:MGI Symbol;Acc:MGI:104807]
ENSMUSG00000038173,Enpp6,589.5623519,408.8857716,461.4757853,0.525202713,0.107028792,4.907116145,9.24253E-07,1.47931E-05,ectonucleotide pyrophosphatase/phosphodiesterase 6 [Source:MGI Symbol;Acc:MGI:2445171]
ENSMUSG00000039114,Nrn1,5033.89371,6344.754268,6624.859087,-0.333701333,0.068038518,-4.904594362,9.36206E-07,1.49753E-05,neuritin 1 [Source:MGI Symbol;Acc:MGI:1915654]
ENSMUSG00000064225,Paqr9,2624.232035,3172.385986,3364.315826,-0.273248713,0.055750378,-4.90128894,9.52099E-07,1.5211E-05,progestin and adipoQ receptor family member IX [Source:MGI Symbol;Acc:MGI:1922802]
ENSMUSG00000079197,Psme2,624.55065,387.2838633,439.3561423,0.683769225,0.139592165,4.898335279,9.6652E-07,1.5432E-05,"proteasome (prosome, macropain) activator subunit 2 (PA28 beta) [Source:MGI Symbol;Acc:MGI:1096365]"
ENSMUSG00000039501,Znfx1,5244.223211,4196.732054,4646.628614,0.320563859,0.065463849,4.896807359,9.74062E-07,1.55427E-05,"zinc finger, NFX1-type containing 1 [Source:MGI Symbol;Acc:MGI:2138982]"
ENSMUSG00000093930,Hmgcs1,9634.652024,12351.21501,11613.98862,-0.358116258,0.073134343,-4.896690712,9.74641E-07,1.55427E-05,3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 [Source:MGI Symbol;Acc:MGI:107592]
ENSMUSG00000019920,Lims1,1641.1837,1294.139751,1387.025288,0.341230278,0.069691772,4.896277844,9.76689E-07,1.55659E-05,LIM and senescent cell antigen-like domains 1 [Source:MGI Symbol;Acc:MGI:1195263]
ENSMUSG00000020340,Cyfip2,46496.78671,56060.02005,54034.8672,-0.269800808,0.05512124,-4.89467957,9.8466E-07,1.56834E-05,cytoplasmic FMR1 interacting protein 2 [Source:MGI Symbol;Acc:MGI:1924134]
ENSMUSG00000031673,Cdh11,2166.589412,2633.098805,2664.770878,-0.28146626,0.057508424,-4.894348313,9.8632E-07,1.57003E-05,cadherin 11 [Source:MGI Symbol;Acc:MGI:99217]
ENSMUSG00000004677,Myo9b,3803.847295,3084.439861,3231.983459,0.302283339,0.061773232,4.893435721,9.90907E-07,1.57617E-05,myosin IXb [Source:MGI Symbol;Acc:MGI:106624]
ENSMUSG00000039911,Spsb1,980.0128633,697.5408695,776.2792739,0.491329755,0.100465227,4.890545397,1.00557E-06,1.5968E-05,splA/ryanodine receptor domain and SOCS box containing 1 [Source:MGI Symbol;Acc:MGI:1921896]
ENSMUSG00000038175,Mylip,893.1997306,649.5718621,725.4041454,0.46000225,0.094064255,4.890298136,1.00683E-06,1.59784E-05,myosin regulatory light chain interacting protein [Source:MGI Symbol;Acc:MGI:2388271]
ENSMUSG00000004892,Bcan,7715.486308,9927.224276,8843.864247,-0.363488631,0.074372714,-4.887392292,1.0218E-06,1.61866E-05,brevican [Source:MGI Symbol;Acc:MGI:1096385]
ENSMUSG00000028273,Pdlim5,1718.630058,1259.469285,1347.988215,0.447373152,0.091571897,4.885485235,1.03174E-06,1.63145E-05,PDZ and LIM domain 5 [Source:MGI Symbol;Acc:MGI:1927489]
ENSMUSG00000025572,Tmc6,337.9113453,204.3262404,209.6042484,0.725483534,0.148510426,4.885068027,1.03393E-06,1.63392E-05,transmembrane channel-like gene family 6 [Source:MGI Symbol;Acc:MGI:1098686]
ENSMUSG00000055078,Gabra5,2067.916336,2503.234986,2452.292425,-0.274509716,0.056205037,-4.884076789,1.03915E-06,1.64117E-05,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5 [Source:MGI Symbol;Acc:MGI:95617]"
ENSMUSG00000074398,Gm15441,258.7876796,166.5589913,187.0211294,0.629829086,0.128963117,4.883792384,1.04065E-06,1.64256E-05,predicted gene 15441 [Source:MGI Symbol;Acc:MGI:3641753]
ENSMUSG00000023022,Lima1,749.639576,559.2313613,616.7178775,0.422777571,0.086638104,4.879811003,1.06188E-06,1.67405E-05,LIM domain and actin binding 1 [Source:MGI Symbol;Acc:MGI:1920992]
ENSMUSG00000001175,Calm1,108918.5285,128835.7098,126509.3041,-0.24227481,0.049652918,-4.879367054,1.06427E-06,1.67681E-05,calmodulin 1 [Source:MGI Symbol;Acc:MGI:88251]
ENSMUSG00000035864,Syt1,64696.94533,78098.21281,77972.01616,-0.271582275,0.055684933,-4.877123118,1.07644E-06,1.69498E-05,synaptotagmin I [Source:MGI Symbol;Acc:MGI:99667]
ENSMUSG00000029007,Agtrap,510.3712884,367.278718,379.2791207,0.472764637,0.096938716,4.876943476,1.07742E-06,1.69514E-05,"angiotensin II, type I receptor-associated protein [Source:MGI Symbol;Acc:MGI:1339977]"
ENSMUSG00000030720,Cln3,696.0226257,541.3744078,561.5026677,0.363789508,0.074662533,4.872450674,1.10222E-06,1.72906E-05,"ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease) [Source:MGI Symbol;Acc:MGI:107537]"
ENSMUSG00000079057,Cyp4v3,375.60012,250.0130426,274.6374564,0.583114547,0.119677923,4.872365192,1.1027E-06,1.72906E-05,"cytochrome P450, family 4, subfamily v, polypeptide 3 [Source:MGI Symbol;Acc:MGI:2142763]"
ENSMUSG00000009207,Lnpk,2009.915761,2467.397537,2426.113335,-0.296166184,0.060786907,-4.872203535,1.1036E-06,1.72944E-05,"lunapark, ER junction formation factor [Source:MGI Symbol;Acc:MGI:1918115]"
ENSMUSG00000034842,Art3,187.7520657,121.8256874,143.6226355,0.619024285,0.127078239,4.871206026,1.10919E-06,1.73716E-05,ADP-ribosyltransferase 3 [Source:MGI Symbol;Acc:MGI:1202729]
ENSMUSG00000068117,Mei1,252.564955,354.3550789,283.2597547,-0.48791842,0.100184745,-4.870186792,1.11493E-06,1.74406E-05,meiotic double-stranded break formation protein 1 [Source:MGI Symbol;Acc:MGI:3028590]
ENSMUSG00000045180,Shroom2,3658.862662,4417.875982,4385.037785,-0.272631372,0.056041739,-4.864791432,1.14578E-06,1.78912E-05,shroom family member 2 [Source:MGI Symbol;Acc:MGI:107194]
ENSMUSG00000051391,Ywhag,41778.06278,47589.32855,48006.23263,-0.187972015,0.038639181,-4.864803229,1.14571E-06,1.78912E-05,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Source:MGI Symbol;Acc:MGI:108109]"
ENSMUSG00000075478,Slitrk1,3688.932292,4666.384435,4602.181216,-0.339047322,0.069698681,-4.86447257,1.14762E-06,1.79094E-05,"SLIT and NTRK-like family, member 1 [Source:MGI Symbol;Acc:MGI:2679446]"
ENSMUSG00000024083,Pja2,24406.22448,29745.00993,29748.2004,-0.285412077,0.058678212,-4.864021322,1.15025E-06,1.79396E-05,praja ring finger ubiquitin ligase 2 [Source:MGI Symbol;Acc:MGI:2159342]
ENSMUSG00000027615,Hps3,1045.737708,762.6697658,838.5021945,0.454516009,0.09345279,4.863589499,1.15276E-06,1.79681E-05,"HPS3, biogenesis of lysosomal organelles complex 2 subunit 1 [Source:MGI Symbol;Acc:MGI:2153839]"
ENSMUSG00000049521,Cdc42ep1,1164.409602,812.1235318,845.8379331,0.518938147,0.106727647,4.862265414,1.1605E-06,1.80459E-05,CDC42 effector protein (Rho GTPase binding) 1 [Source:MGI Symbol;Acc:MGI:1929763]
ENSMUSG00000025912,Mybl1,320.1912214,211.6516726,242.7901197,0.59142456,0.121675093,4.860687141,1.16979E-06,1.81688E-05,myeloblastosis oncogene-like 1 [Source:MGI Symbol;Acc:MGI:99925]
ENSMUSG00000015396,Cd83,815.4484162,579.577989,598.4965895,0.493101148,0.101454764,4.860305494,1.17205E-06,1.81931E-05,CD83 antigen [Source:MGI Symbol;Acc:MGI:1328316]
ENSMUSG00000050663,Trhde,1239.431753,1522.994961,1580.942594,-0.296590243,0.061025044,-4.860139739,1.17303E-06,1.81976E-05,TRH-degrading enzyme [Source:MGI Symbol;Acc:MGI:2384311]
ENSMUSG00000022905,Kpna1,5719.466677,6759.377502,6952.80725,-0.240938178,0.049581022,-4.859483919,1.17692E-06,1.82472E-05,karyopherin (importin) alpha 1 [Source:MGI Symbol;Acc:MGI:103560]
ENSMUSG00000022969,Il10rb,320.7590269,202.0105249,231.4027065,0.665703528,0.137026399,4.858213709,1.1845E-06,1.83537E-05,"interleukin 10 receptor, beta [Source:MGI Symbol;Acc:MGI:109380]"
ENSMUSG00000024581,Napg,6212.191168,7177.59882,7191.635694,-0.208696535,0.042961595,-4.857746491,1.18729E-06,1.83862E-05,N-ethylmaleimide sensitive fusion protein attachment protein gamma [Source:MGI Symbol;Acc:MGI:104561]
ENSMUSG00000047123,Ticam1,335.8923493,230.8601959,252.6048861,0.545255425,0.112282466,4.856104808,1.19717E-06,1.85065E-05,toll-like receptor adaptor molecule 1 [Source:MGI Symbol;Acc:MGI:2147032]
ENSMUSG00000098188,Sowahc,723.9090656,484.524537,532.8836991,0.580900868,0.119876071,4.845845066,1.26074E-06,1.94318E-05,sosondowah ankyrin repeat domain family member C [Source:MGI Symbol;Acc:MGI:3606051]
ENSMUSG00000029211,Gabra4,4174.282324,5336.231228,5124.664018,-0.353989129,0.073076232,-4.844107555,1.27182E-06,1.95911E-05,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4 [Source:MGI Symbol;Acc:MGI:95616]"
ENSMUSG00000020250,Txnrd1,2948.013465,2118.681486,2354.249765,0.47599933,0.098296444,4.842487802,1.28224E-06,1.97262E-05,thioredoxin reductase 1 [Source:MGI Symbol;Acc:MGI:1354175]
ENSMUSG00000030609,Aen,765.3035651,586.1358204,649.6712064,0.384662922,0.079437909,4.842309273,1.28339E-06,1.97262E-05,apoptosis enhancing nuclease [Source:MGI Symbol;Acc:MGI:1915298]
ENSMUSG00000044667,Plppr4,8615.582954,10618.70313,10834.30905,-0.301351561,0.062263834,-4.839913318,1.29896E-06,1.99389E-05,phospholipid phosphatase related 4 [Source:MGI Symbol;Acc:MGI:106530]
ENSMUSG00000056665,Them6,1354.105148,1735.980087,1568.196212,-0.357548923,0.073913672,-4.837385454,1.31558E-06,2.01823E-05,thioesterase superfamily member 6 [Source:MGI Symbol;Acc:MGI:1925301]
ENSMUSG00000097216,4932441J04Rik,1218.362795,1550.357992,1534.567845,-0.349530682,0.072296034,-4.834714494,1.33337E-06,2.04432E-05,RIKEN cDNA 4932441J04 gene [Source:MGI Symbol;Acc:MGI:2441691]
ENSMUSG00000025278,Flnb,6065.531183,5039.10623,5150.654927,0.267416848,0.055350499,4.831335797,1.3562E-06,2.07576E-05,"filamin, beta [Source:MGI Symbol;Acc:MGI:2446089]"
ENSMUSG00000019988,Nedd1,184.7828837,121.082775,150.8498315,0.620191785,0.128420898,4.829368086,1.36967E-06,2.09264E-05,"neural precursor cell expressed, developmentally down-regulated gene 1 [Source:MGI Symbol;Acc:MGI:97293]"
ENSMUSG00000032911,Cspg4,1324.821727,1036.116075,1090.158234,0.355067989,0.073533924,4.828628359,1.37477E-06,2.0992E-05,chondroitin sulfate proteoglycan 4 [Source:MGI Symbol;Acc:MGI:2153093]
ENSMUSG00000026834,Acvr1c,1132.320266,1540.126614,1464.837634,-0.442077161,0.091637067,-4.8242177,1.40554E-06,2.14245E-05,"activin A receptor, type IC [Source:MGI Symbol;Acc:MGI:2661081]"
ENSMUSG00000045934,Mtmr11,498.805815,336.0361416,361.5056592,0.568751862,0.117944029,4.822218376,1.4197E-06,2.16153E-05,myotubularin related protein 11 [Source:MGI Symbol;Acc:MGI:2652817]
ENSMUSG00000045589,Frrs1l,15219.01273,18615.29084,19201.82426,-0.290674289,0.060329872,-4.818082314,1.44945E-06,2.20425E-05,ferric-chelate reductase 1 like [Source:MGI Symbol;Acc:MGI:2442704]
ENSMUSG00000044288,Cnr1,7251.554725,8950.333638,8662.797492,-0.303293592,0.062955918,-4.817554907,1.45328E-06,2.2088E-05,cannabinoid receptor 1 (brain) [Source:MGI Symbol;Acc:MGI:104615]
ENSMUSG00000029096,Htra3,247.4438486,162.718917,172.5566899,0.600110848,0.124609552,4.815929758,1.46516E-06,2.22557E-05,HtrA serine peptidase 3 [Source:MGI Symbol;Acc:MGI:1925808]
ENSMUSG00000030643,Rab30,1697.530713,2084.119601,2075.317692,-0.29711471,0.061700784,-4.815412263,1.46896E-06,2.23005E-05,"RAB30, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1923235]"
ENSMUSG00000019850,Tnfaip3,433.5514975,268.416345,342.5765198,0.692124672,0.143855313,4.811255544,1.49985E-06,2.27431E-05,"tumor necrosis factor, alpha-induced protein 3 [Source:MGI Symbol;Acc:MGI:1196377]"
ENSMUSG00000030218,Mgp,438.1961095,278.4209643,298.2451221,0.64719907,0.134525331,4.81098294,1.5019E-06,2.2761E-05,matrix Gla protein [Source:MGI Symbol;Acc:MGI:96976]
ENSMUSG00000031232,Magt1,945.4699802,748.8364624,781.1300978,0.33627871,0.069902235,4.810700367,1.50402E-06,2.27801E-05,magnesium transporter 1 [Source:MGI Symbol;Acc:MGI:1914325]
ENSMUSG00000061751,Kalrn,25132.10909,29871.93251,29626.74039,-0.249195931,0.051812198,-4.809599632,1.51233E-06,2.28926E-05,"kalirin, RhoGEF kinase [Source:MGI Symbol;Acc:MGI:2685385]"
ENSMUSG00000053897,Slc39a8,248.6270504,170.5160738,196.4538316,0.548802795,0.114469669,4.794307511,1.63238E-06,2.46246E-05,"solute carrier family 39 (metal ion transporter), member 8 [Source:MGI Symbol;Acc:MGI:1914797]"
ENSMUSG00000016528,Mapkapk2,1463.813536,1044.151915,1142.559793,0.486031079,0.101381119,4.794098584,1.63408E-06,2.46361E-05,MAP kinase-activated protein kinase 2 [Source:MGI Symbol;Acc:MGI:109298]
ENSMUSG00000022132,Cldn10,622.3137832,925.2049035,771.6919408,-0.570296884,0.118968004,-4.793699675,1.63733E-06,2.46636E-05,claudin 10 [Source:MGI Symbol;Acc:MGI:1913101]
ENSMUSG00000114796,A930028N01Rik,271.9198423,195.1647441,219.5494279,0.483552951,0.100873761,4.793644496,1.63778E-06,2.46636E-05,RIKEN cDNA A930028N01 gene [Source:MGI Symbol;Acc:MGI:1925688]
